file,start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.680000,0 days 00:00:00.700000,0.04657018,-1.3888277,4.994148,0.04733341,0.024015239,0.004245684,31.217909,-28.841757,29.350206,-2.491451,0.0,0.0,0.0,0.0,0.0,0.0,858.83154,1435.0189,-201.0,1718.0801,1247.2777,-201.0,2594.5334,1467.3981,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.690000,0 days 00:00:00.710000,0.053483646,0.57809967,6.114589,0.05004007,0.019492967,0.0055922046,29.818634,-33.01813,26.769676,-5.323515,0.0,0.0,0.0,0.0,0.0,0.0,912.68146,1193.0444,-201.0,1966.4489,977.71796,-201.0,2780.71,1426.6068,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.700000,0 days 00:00:00.720000,0.061154377,1.660596,10.868355,0.06399203,0.010219464,0.0063387305,31.666405,-38.239304,22.073296,-5.3842487,0.0,0.0,0.0,0.0,0.0,0.0,848.08466,1175.7269,-201.0,1988.7667,948.382,-201.0,2781.6687,1491.3868,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.710000,0 days 00:00:00.730000,0.066997714,4.0586114,14.1352005,0.058276314,0.01403245,0.0069087693,31.666372,-42.65736,16.068697,-4.854804,0.0,0.0,0.0,0.0,0.0,0.0,862.98193,1027.3369,-201.0,1994.4355,836.9638,-201.0,2912.7507,804.1954,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.720000,0 days 00:00:00.740000,0.06848823,3.9125998,13.578194,0.06082652,0.01859955,0.007560937,33.393127,-43.020298,16.018623,-2.707103,0.0,0.0,0.0,0.0,0.0,0.0,573.25604,1251.2339,-201.0,1649.3071,890.3698,-201.0,2641.231,838.5695,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.730000,0 days 00:00:00.750000,0.07342421,3.1865199,9.719251,0.06465572,0.02086193,0.007701362,33.94768,-43.344707,19.52413,-3.2013958,0.0,0.0,0.0,0.0,0.0,0.0,922.7043,1021.0869,-201.0,1995.89,825.7902,-201.0,2895.2854,784.05145,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.740000,0 days 00:00:00.760000,0.07307803,2.419176,7.208772,0.074752875,0.018034497,0.008146082,33.771137,-45.08462,21.076117,-6.9129043,0.0,0.0,0.0,0.0,0.0,0.0,900.5988,1238.4093,-201.0,1731.608,1169.3309,-201.0,2668.9707,830.1206,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.750000,0 days 00:00:00.770000,0.07274966,1.6612498,6.507857,0.07776906,0.015740307,0.007232809,33.284184,-46.80582,17.783735,-10.032428,0.0,0.0,0.0,0.0,0.0,0.0,1169.4631,1014.7277,-201.0,2066.5793,1076.6204,-201.0,2932.834,828.75,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.760000,0 days 00:00:00.780000,0.073141746,2.3878324,6.5072093,0.07742148,0.017311828,0.0070193815,33.00263,-49.227123,17.873087,-8.816977,0.0,0.0,0.0,0.0,0.0,0.0,1155.8496,1118.0387,-201.0,2059.783,1225.877,-201.0,2908.4084,937.70734,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.770000,0 days 00:00:00.790000,0.07749266,4.4417276,6.5384994,0.07210123,0.023426697,0.007256528,32.581852,-50.74582,19.554794,-3.3380039,0.0,0.0,0.0,0.0,0.0,0.0,1091.0474,1008.8001,-201.0,2177.7195,1060.879,-201.0,3000.5808,981.6987,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.780000,0 days 00:00:00.800000,0.08790332,8.418312,6.4467854,0.07762486,0.034897204,0.008438381,29.774694,-55.90274,21.972055,0.36512986,0.0,0.0,0.0,0.0,0.0,0.0,1034.3029,1353.4458,-201.0,1929.5199,1648.2755,-201.0,2740.2468,1104.5018,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.790000,0 days 00:00:00.810000,0.07958406,8.710849,7.804527,0.075549185,0.042055964,0.011322945,27.228415,-53.866497,21.203705,-0.33282962,0.0,0.0,0.0,0.0,0.0,0.0,977.5639,1285.873,-201.0,1813.672,1677.2516,-201.0,2611.1575,1152.0463,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.800000,0 days 00:00:00.820000,0.07322981,6.0713267,6.6315465,0.085243255,0.035216857,0.010537691,27.449516,-48.84932,19.093699,-7.5248885,0.0,0.0,0.0,0.0,0.0,0.0,1041.0529,1249.9863,-201.0,1971.436,1526.6631,-201.0,2722.1995,1092.9523,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.810000,0 days 00:00:00.830000,0.060507763,2.9008234,5.0627465,0.0741681,0.027825676,0.009042588,28.813698,-41.371517,22.42562,-10.087958,0.0,0.0,0.0,0.0,0.0,0.0,1039.4833,1055.6178,-201.0,2042.1622,1179.3997,-201.0,2807.25,1070.708,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.820000,0 days 00:00:00.840000,0.056250185,1.0524182,5.1944575,0.062938936,0.024033738,0.005851215,29.187609,-36.44981,26.558031,-9.90459,0.0,0.0,0.0,0.0,0.0,0.0,856.46826,1233.9249,-201.0,1860.754,1147.0265,-201.0,2717.4827,1063.5197,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.830000,0 days 00:00:00.850000,0.048269894,-0.4181262,7.1351905,0.047925938,0.023176575,0.005062275,29.057722,-32.18748,31.552595,-3.2567155,0.0,0.0,0.0,0.0,0.0,0.0,605.4603,1331.4928,-201.0,1518.1439,1136.9111,-201.0,2459.5032,1124.7566,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.840000,0 days 00:00:00.860000,0.037057795,-3.4380686,10.897521,0.032707155,0.019217359,0.004102471,29.052786,-24.182816,29.953985,-2.3182447,0.0,0.0,0.0,0.0,0.0,0.0,434.14658,1390.2588,-201.0,1374.8519,1126.5936,-201.0,2306.39,1135.0797,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.850000,0 days 00:00:00.870000,0.034520242,-4.8927293,10.811633,0.030729815,0.016974151,0.0030429894,30.299704,-21.111702,28.86695,-2.6649559,0.0,0.0,0.0,0.0,0.0,0.0,581.99774,1425.0591,-201.0,1474.7085,1225.8154,-201.0,2337.2473,1112.5511,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.860000,0 days 00:00:00.880000,0.03136949,-5.49222,10.823659,0.02728303,0.015553378,0.0026636526,29.368876,-19.625845,27.890348,-6.544062,0.0,0.0,0.0,0.0,0.0,0.0,792.4577,1646.0675,-201.0,1510.7943,1841.7797,-201.0,2319.8303,1115.2416,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.870000,0 days 00:00:00.890000,0.03216603,-5.59432,9.78223,0.034154955,0.010175065,0.0022424755,29.481432,-19.825035,28.270147,-9.306481,0.0,0.0,0.0,0.0,0.0,0.0,911.43036,1598.6044,-201.0,1668.9536,1712.485,-201.0,2492.2913,1030.9204,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.880000,0 days 00:00:00.900000,0.030338058,-5.6660876,10.650834,0.03173377,0.0068819667,0.0021689518,28.461649,-19.10951,27.090315,-12.096118,0.0,0.0,0.0,0.0,0.0,0.0,744.96967,1642.7816,-201.0,1535.548,1778.6942,-201.0,2385.1873,1029.0786,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.890000,0 days 00:00:00.910000,0.031093383,-7.615101,11.525379,0.041929703,-0.00015265185,0.002369595,30.106834,-16.255201,26.024385,-17.0125,0.0,0.0,0.0,0.0,0.0,0.0,722.8665,1501.6656,-201.0,1770.0209,1123.726,-201.0,2660.6902,960.6509,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.900000,0 days 00:00:00.920000,0.030802848,-7.9558053,12.816178,0.041785788,0.0012985589,0.0026442886,30.244766,-15.513913,24.830772,-18.588503,0.0,0.0,0.0,0.0,0.0,0.0,580.748,1508.0382,-201.0,1624.1371,1154.3491,-201.0,2548.906,965.729,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.910000,0 days 00:00:00.930000,0.041522752,-13.0540085,17.171389,0.041370016,-0.01137426,0.009099949,35.662777,-7.824827,23.565256,-19.9639,0.0,0.0,0.0,0.0,0.0,0.0,656.57935,1444.0922,-201.0,1772.1758,992.154,-201.0,2694.299,948.43317,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.920000,0 days 00:00:00.940000,0.13349481,-17.79087,24.758179,0.041510593,-0.024793154,0.114527196,42.34933,-0.9436156,18.32137,-20.973978,0.0,0.0,0.0,0.0,0.0,0.0,632.1686,1271.0474,-201.0,1697.3937,1034.4875,-201.0,2683.254,809.5637,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.930000,0 days 00:00:00.950000,0.2389061,-22.906845,33.012627,0.04762715,-0.03809229,0.19778578,52.57462,3.185519,17.716888,-27.34601,0.0,0.0,0.0,0.0,0.0,0.0,825.73224,1209.335,-201.0,2100.847,899.63336,-201.0,2978.879,1119.3966,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.940000,0 days 00:00:00.960000,0.27496222,-22.628967,35.60435,0.05792761,-0.032906514,0.31135508,51.164352,4.561793,16.990784,-26.87004,0.0,0.0,0.0,0.0,0.0,0.0,932.69904,1089.9042,-201.0,2230.6272,768.7244,-201.0,3189.1575,1113.9844,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.950000,0 days 00:00:00.970000,0.32555798,-21.106491,31.774729,0.052080642,-0.025585912,0.3869494,51.27805,1.3372755,24.75419,-25.932777,0.0,0.0,0.0,0.0,0.0,0.0,758.4319,1224.7155,-201.0,1951.5072,864.1658,-201.0,2975.7375,1059.8301,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.960000,0 days 00:00:00.980000,0.41143474,-19.280777,28.682627,0.04898025,-0.02369151,0.39435294,49.411945,-1.2963358,28.15079,-25.541601,0.0,0.0,0.0,0.0,0.0,0.0,744.0358,1230.3002,-201.0,1848.5345,897.97736,-201.0,2963.5479,832.2007,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.970000,0 days 00:00:00.990000,0.61359626,-16.598848,27.14512,0.04520501,-0.02416017,0.4618316,52.244953,-8.571845,27.829062,-27.19468,0.0,0.0,0.0,0.0,0.0,0.0,811.7573,1185.7021,-130.06969,1953.3776,820.3017,-132.6301,3089.1472,740.5197,-138.53207
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.980000,0 days 00:00:01,0.77890724,-12.036739,25.729614,0.051958278,-0.01648439,0.47676623,52.19745,-18.571785,23.884348,-23.5626,23.015749,0.0,0.0,0.99509615,3.1212246,11.973868,1055.7762,1048.7911,-61.36925,2388.6877,841.9544,-64.24415,3197.2795,1486.7213,-70.146126
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:00.990000,0 days 00:00:01.010000,1.1090775,-7.119867,18.921595,0.055701833,-0.00876472,0.7667694,47.572926,-24.691963,14.988861,-15.794037,23.102219,0.0,0.35994312,1.3415917,3.5852082,13.558589,1122.1847,982.4097,4.816234,2396.7024,814.4678,3.480481,3246.3137,1357.0702,-6.7776933
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01,0 days 00:00:01.020000,1.5505271,-4.396577,13.006916,0.06542778,-0.008682703,1.0875623,46.1896,-33.57728,11.387264,-14.215576,23.303696,0.0,1.0261625,2.0972955,5.235,11.66183,1121.303,949.06104,2.9680436,2350.8145,836.67694,1.4640404,3253.8718,1410.5854,-5.4966474
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.010000,0 days 00:00:01.030000,1.9425945,-4.2590466,11.225353,0.06412431,-0.0129819745,1.2428671,42.844406,-34.26272,7.6661096,-15.035228,23.589201,0.022343598,1.2555041,2.193127,7.5267234,15.500053,877.3654,961.7453,-0.07924906,1964.6953,677.3309,2.2545826,3106.496,720.20575,-9.490342
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.020000,0 days 00:00:01.040000,2.1334202,-6.144499,13.96125,0.059488088,-0.017277917,1.2720495,44.432693,-35.94818,10.060363,-17.272326,23.923868,0.022155493,1.4520646,2.7251298,9.078813,13.801068,581.5281,1077.2089,2.6671066,1608.1006,706.3581,3.6180115,2765.825,626.51074,-7.8039575
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.030000,0 days 00:00:01.050000,2.1830056,-6.7697587,16.586794,0.04750161,-0.019654924,1.0852407,45.567703,-36.825535,12.478661,-19.061838,24.2306,0.016892904,0.75126237,3.55752,8.690819,14.196091,297.95465,1192.9431,0.11636257,1265.9673,794.09247,5.8675056,2330.7349,563.1614,-8.445392
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.040000,0 days 00:00:01.060000,2.2459152,-6.484179,18.367903,0.03538582,-0.020263968,1.0545882,45.03606,-37.104836,12.432026,-20.615654,24.428888,0.020875601,0.43355814,4.161553,7.1637897,15.060509,310.63818,1170.96,1.1951438,1273.7196,798.35626,5.0327945,2335.202,591.6754,-9.758056
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.050000,0 days 00:00:01.070000,2.212705,-6.722893,20.972359,0.028706478,-0.021336453,0.9327995,46.231495,-38.35877,13.497909,-22.279686,24.436762,0.017810801,0.4518342,3.3028018,5.672643,17.202776,361.0887,1190.7135,-0.87377787,1312.9889,857.0505,4.0082808,2365.2483,653.10175,-12.403911
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.060000,0 days 00:00:01.080000,2.0570107,-8.349559,24.59112,0.027372338,-0.022477224,0.81268436,44.9857,-32.423977,8.154384,-20.281054,24.255249,0.016850805,0.50455505,1.5425192,4.533169,17.122513,384.3397,1161.8171,-0.48128447,1321.2946,868.35175,3.0471027,2350.2278,690.74097,-13.070628
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.070000,0 days 00:00:01.090000,1.7611953,-9.204021,27.27343,0.02874738,-0.02186921,0.87796164,51.22031,-36.79108,10.784416,-22.876513,24.123367,0.01269535,0.70940465,0.3802421,3.933589,17.339115,371.45822,1207.4702,-67.2132,1311.3392,889.5466,-65.29468,2326.5842,732.604,-76.150215
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.080000,0 days 00:00:01.100000,1.2943174,-9.620815,29.31691,0.03408068,-0.01840876,1.1223474,49.37972,-28.087835,2.9773986,-18.670961,0.0,0.0,0.0,0.0,0.0,0.0,371.64157,1162.3846,-134.07613,1289.4117,878.53314,-133.35823,2270.8884,779.1668,-138.55919
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.090000,0 days 00:00:01.110000,0.8043131,-8.662111,27.137306,0.031674873,-0.011317625,1.094649,51.22694,-29.681387,5.1777062,-13.809048,0.0,0.0,0.0,0.0,0.0,0.0,386.3846,1214.0826,-201.0,1309.5895,940.22076,-201.0,2281.0364,806.2971,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.100000,0 days 00:00:01.120000,0.39315912,-9.274211,24.849813,0.03915653,-0.009250324,0.74208874,43.934555,-23.552164,-0.7538824,-8.428237,0.0,0.0,0.0,0.0,0.0,0.0,385.61203,1251.176,-201.0,1322.5187,991.5334,-201.0,2276.0793,855.6292,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.110000,0 days 00:00:01.130000,0.24233691,-8.182969,19.91714,0.04317851,-0.0046300297,0.22103848,43.141506,-33.17274,4.0894628,-7.664725,0.0,0.0,0.0,0.0,0.0,0.0,656.20624,1148.5934,-201.0,1638.1078,923.11237,-201.0,2620.2117,833.6406,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.120000,0 days 00:00:01.140000,0.20175771,-6.247732,17.904676,0.053531494,0.00035935827,0.0647611,40.447807,-36.839825,6.433762,-8.489964,0.0,0.0,0.0,0.0,0.0,0.0,885.2876,1009.1948,-201.0,1918.7266,883.54224,-201.0,2911.7126,986.29266,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.130000,0 days 00:00:01.150000,0.19745243,-2.1510484,14.720906,0.054127276,0.01248537,0.04186994,40.8971,-39.94808,9.656592,-2.8975956,0.0,0.0,0.0,0.0,0.0,0.0,1080.8932,1041.8018,-201.0,2033.5001,1001.2141,-201.0,3004.304,996.10223,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.140000,0 days 00:00:01.160000,0.18237834,-1.2377652,14.366325,0.05215573,0.013662442,0.041975904,41.97571,-36.83876,10.516907,-1.446098,0.0,0.0,0.0,0.0,0.0,0.0,778.278,1220.578,-201.0,1691.2524,1087.4088,-201.0,2661.1453,997.16943,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.150000,0 days 00:00:01.170000,0.16290836,-0.662965,14.00682,0.057660032,0.014713827,0.03330273,40.316875,-36.04811,5.6193023,-2.1425908,0.0,0.0,0.0,0.0,0.0,0.0,791.21173,1251.4254,-201.0,1694.0895,1023.9008,-201.0,2642.999,797.55804,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.160000,0 days 00:00:01.180000,0.1348567,-2.4679391,13.982933,0.058154732,0.008845658,0.029144116,37.582577,-35.72095,1.211109,-6.8917847,0.0,0.0,0.0,0.0,0.0,0.0,885.9543,1121.6097,-201.0,1881.6469,829.26056,-201.0,2884.8918,685.7644,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.170000,0 days 00:00:01.190000,0.12197757,-1.6016458,12.927999,0.05958392,0.009540346,0.022227494,34.50531,-41.43018,-1.6837391,-9.400338,0.0,0.0,0.0,0.0,0.0,0.0,1113.9235,1056.0297,-201.0,2087.353,907.52374,-201.0,3022.412,861.6704,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.180000,0 days 00:00:01.200000,0.11400648,-2.5092647,11.683597,0.06183471,0.006918845,0.018474998,34.994186,-43.254314,0.8774281,-10.919121,0.0,0.0,0.0,0.0,0.0,0.0,1087.3309,1210.0309,-201.0,1985.3643,1169.4636,-201.0,2864.0762,951.4043,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.190000,0 days 00:00:01.210000,0.108893074,-1.4043659,10.243607,0.07154355,0.009836716,0.015550326,35.39482,-44.202534,3.5970533,-10.488008,0.0,0.0,0.0,0.0,0.0,0.0,1060.0597,1255.4064,-201.0,1984.3854,1240.371,-201.0,2824.2148,1011.9121,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.200000,0 days 00:00:01.220000,0.0881133,-1.4966316,9.282372,0.0799898,0.013027591,0.012772915,36.924664,-40.07036,5.7695613,-8.612935,0.0,0.0,0.0,0.0,0.0,0.0,1132.7905,1254.5626,-201.0,2122.4592,1151.5421,-201.0,2991.1152,769.63983,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.210000,0 days 00:00:01.230000,0.08030111,0.5126391,7.5347424,0.077976406,0.018189419,0.010000183,35.65623,-41.82143,9.804038,-5.9014263,0.0,0.0,0.0,0.0,0.0,0.0,1132.7169,1220.1351,-201.0,2105.1382,1201.943,-201.0,2963.9993,797.2761,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.220000,0 days 00:00:01.240000,0.14259559,4.2958503,4.66242,0.07233079,0.02288869,0.03158037,35.697083,-55.676132,18.035658,-7.2440286,0.0,0.0,0.0,0.0,0.0,0.0,1201.0272,1284.2764,-201.0,2125.8457,1294.2319,-201.0,2986.2947,848.8835,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.230000,0 days 00:00:01.250000,0.2652426,6.225659,2.9895103,0.07530653,0.020719053,0.07055032,37.876114,-69.47335,23.666826,-13.083005,0.0,0.0,0.0,0.0,0.0,0.0,1228.719,1274.0839,-201.0,2086.3628,1317.7975,-201.0,2989.8955,843.3289,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.240000,0 days 00:00:01.260000,0.35843763,8.061187,3.959513,0.07469661,0.016602563,0.105256885,40.047768,-78.45611,29.359604,-19.296339,0.0,0.0,0.0,0.0,0.0,0.0,1187.0033,1204.6041,-201.0,2065.1248,1111.8347,-201.0,3007.7092,782.95844,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.250000,0 days 00:00:01.270000,0.40002158,4.764117,5.046512,0.07028077,0.0077613983,0.115507156,40.968822,-68.15879,30.489365,-23.089981,0.0,0.0,0.0,0.0,0.0,0.0,1054.4259,1262.1666,-201.0,1875.7125,1107.9755,-201.0,2830.8376,753.8757,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.260000,0 days 00:00:01.280000,0.45171967,4.726043,2.2475207,0.060520753,0.006031405,0.12664206,37.94253,-62.085735,38.89339,-27.188818,0.0,0.0,0.0,0.0,0.0,0.0,935.0013,1284.9132,-201.0,1770.8774,1169.4961,-201.0,2635.928,887.2615,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.270000,0 days 00:00:01.290000,0.5884848,4.3821526,-1.0675708,0.05190988,0.0018043733,0.17599122,34.193367,-54.266785,37.644115,-22.046701,0.0,0.0,0.0,0.0,0.0,0.0,704.6777,1369.4694,-201.0,1602.4496,1117.9054,-201.0,2535.4768,869.40814,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.280000,0 days 00:00:01.300000,0.7413432,5.4165235,-2.6405876,0.052930504,0.0034637807,0.26806,36.00561,-60.68272,40.404972,-25.847574,0.0,0.0,0.0,0.0,0.0,0.0,802.7939,1259.5973,-201.0,1832.0001,958.1992,-201.0,2751.696,783.2205,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.290000,0 days 00:00:01.310000,0.74368095,3.3413954,1.8353552,0.048589766,-0.0011842665,0.3193098,34.726326,-55.000164,28.460602,-20.33808,0.0,0.0,0.0,0.0,0.0,0.0,773.5588,1375.3854,-201.0,1764.3512,987.0096,-201.0,2715.9229,757.3107,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.300000,0 days 00:00:01.320000,0.6532288,0.29066992,2.9489498,0.046899494,-0.0028347054,0.2925177,40.847248,-55.99934,29.413666,-27.84522,0.0,0.0,0.0,0.0,0.0,0.0,990.01025,1563.2958,-201.0,1870.5879,1273.1718,-201.0,2767.9172,813.7004,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.310000,0 days 00:00:01.330000,0.51964426,-1.9335238,5.5240135,0.03661691,-0.00885626,0.21040441,36.871212,-42.25188,17.148998,-23.75543,0.0,0.0,0.0,0.0,0.0,0.0,936.7498,1584.4731,-201.0,1831.7814,1256.4738,-201.0,2729.3352,820.6587,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.320000,0 days 00:00:01.340000,0.6746106,-5.9809012,9.684606,0.03587239,-0.021927277,0.47348905,43.95168,-36.686737,16.149784,-25.488884,0.0,0.0,0.0,0.0,0.0,0.0,769.0964,1651.787,-132.70268,1685.569,1259.0103,-134.53082,2700.005,766.0887,-137.54465
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.330000,0 days 00:00:01.350000,0.99283594,-10.376452,17.08098,0.035547845,-0.03638312,0.82313615,43.241425,-24.19404,2.9171867,-23.821566,20.793026,0.0,0.0,1.8497231,3.7052503,14.691486,813.02246,1448.7025,-61.128696,1872.6901,1012.3758,-70.15418,2885.704,637.98956,-72.96632
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.340000,0 days 00:00:01.360000,1.3636088,-15.7209425,23.434267,0.040323388,-0.051480506,1.224702,46.99644,-20.088896,-0.9319475,-25.328102,20.758432,0.0,0.0,2.2674448,3.6009839,14.415006,752.3977,1371.8925,12.023223,1773.2241,1059.4965,-5.38084,2767.1152,650.47894,-8.420365
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.350000,0 days 00:00:01.370000,1.5973173,-17.977709,25.107325,0.044324443,-0.05605637,1.151475,43.37353,-18.159952,-6.0585628,-26.781067,20.63268,0.0,0.64838135,2.650761,3.382035,13.282739,935.492,1141.4106,17.160368,1996.3223,969.5932,-7.704207,2879.877,799.24585,-6.8696666
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.360000,0 days 00:00:01.380000,1.6819402,-20.159407,26.796167,0.057620484,-0.060244482,0.9447598,41.79191,-16.966124,-7.8349304,-27.604996,20.544565,0.089817226,0.64838135,2.0824122,3.0104058,13.178726,879.2941,1028.9258,-54.413616,1920.3187,873.545,-72.08085,2829.9766,830.28125,-71.448006
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.370000,0 days 00:00:01.390000,1.7246226,-21.198074,27.709284,0.06635033,-0.06432734,0.7550934,41.969078,-15.963925,-7.7220397,-27.40915,0.0,0.0,0.0,0.0,0.0,0.0,875.1499,1058.0441,-127.56553,1918.5039,890.25366,-136.85419,2829.9128,863.91797,-135.99396
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.380000,0 days 00:00:01.400000,1.6988349,-21.461746,27.483347,0.068233706,-0.06696611,0.7606136,42.488834,-13.526689,-8.435142,-26.6754,0.0,0.0,0.0,0.0,0.0,0.0,871.6618,1052.6036,-201.0,1991.3419,879.2579,-201.0,2812.1348,851.24286,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.390000,0 days 00:00:01.410000,1.5797281,-22.10025,27.293985,0.06306301,-0.06671059,1.1433432,42.426167,-10.853784,-9.058435,-28.1762,0.0,0.0,0.0,0.0,0.0,0.0,876.36084,1080.5731,-201.0,2044.0787,974.1691,-201.0,2757.4011,983.5334,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.400000,0 days 00:00:01.420000,1.3795391,-23.376373,28.996714,0.068760104,-0.066921465,1.2412506,42.745087,-8.8300085,-10.651868,-29.933615,0.0,0.0,0.0,0.0,0.0,0.0,849.45,1011.222,-201.0,1938.015,902.1689,-201.0,2634.5784,893.14624,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.410000,0 days 00:00:01.430000,1.149695,-24.707108,33.327274,0.074244514,-0.06988556,1.2398285,42.980053,-5.297787,-14.033841,-33.74731,0.0,0.0,0.0,0.0,0.0,0.0,853.87665,960.814,-201.0,1948.0426,840.93475,-201.0,2783.6296,822.15546,-201.0
speech_recordings/test_1_recording_01_0.flac,0 days 00:00:01.420000,0 days 00:00:01.440000,0.84587455,-24.725105,36.162678,0.08001209,-0.06420974,1.2162355,39.535187,-1.5951719,-15.41095,-35.0854,0.0,0.0,0.0,0.0,0.0,0.0,861.96875,978.73016,-201.0,1935.6494,825.0434,-201.0,2879.5764,706.6595,-201.0
