Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0.018321885,-13.121956,20.36997,0.031519424,-0.013543479,0.0022050194,15.841687,15.07452,5.244434,-5.3811936,0.0,0.0,0.0,0.0,0.0,0.0,515.5599,1319.9579,-201.0,1586.0146,2121.9775,-201.0,2361.6824,1378.083,-201.0
0.014469468,-9.354097,17.26067,0.038935985,-0.001830861,0.0015915412,11.450244,12.244124,4.2302976,1.4695157,0.0,0.0,0.0,0.0,0.0,0.0,727.2447,1328.8405,-201.0,1727.8438,2059.867,-201.0,2657.2395,878.6929,-201.0
0.012047197,-8.158329,16.387754,0.041755397,0.002372483,0.0012764939,8.886909,11.853139,6.2258925,3.5558264,0.0,0.0,0.0,0.0,0.0,0.0,703.14874,1266.3385,-201.0,1760.8292,1613.5751,-201.0,2702.2068,823.61395,-201.0
0.01221455,-10.245702,19.27748,0.040122334,0.0008042231,0.0010155624,10.805297,13.04272,8.870458,5.711924,0.0,0.0,0.0,0.0,0.0,0.0,915.83984,1072.1511,-201.0,2110.1465,773.6503,-201.0,3059.833,728.39655,-201.0
0.012290266,-11.746388,20.436232,0.035467487,-0.00072728563,0.0013466086,12.645246,15.264912,9.241242,2.606205,0.0,0.0,0.0,0.0,0.0,0.0,868.2497,1004.77765,-201.0,2079.304,642.34485,-201.0,3004.2478,664.7033,-201.0
0.012790394,-11.693934,20.862589,0.019836701,0.0026648622,0.0013845671,13.777683,13.765427,9.263147,6.2511687,0.0,0.0,0.0,0.0,0.0,0.0,870.46844,1159.185,-201.0,1968.465,803.91895,-201.0,2963.7097,634.43604,-201.0
0.012338056,-8.94958,19.077751,0.037726726,0.005836364,0.0012252382,12.464524,10.049144,5.3591294,4.88831,0.0,0.0,0.0,0.0,0.0,0.0,651.1646,1133.0697,-201.0,1645.6705,1012.08405,-201.0,2632.8796,681.1838,-201.0
0.012327819,-7.8154387,17.891115,0.044614375,0.002416588,0.00091198663,11.357907,7.5854163,5.048361,5.095326,0.0,0.0,0.0,0.0,0.0,0.0,480.3655,1208.609,-201.0,1410.7529,1125.0692,-201.0,2331.819,799.63214,-201.0
0.012080074,-6.3517017,16.465254,0.048650462,0.0032535184,0.0007678249,9.833561,5.3872886,3.793476,4.0063643,0.0,0.0,0.0,0.0,0.0,0.0,633.0883,1084.1118,-201.0,1628.8701,939.62305,-201.0,2636.2864,741.06134,-201.0
0.011556855,-6.636736,15.234958,0.03600561,0.001633365,0.0006766228,9.922891,6.0375886,2.1698668,4.2521386,0.0,0.0,0.0,0.0,0.0,0.0,611.3216,1033.4907,-201.0,1619.1821,788.5852,-201.0,2715.2654,526.018,-201.0
0.015200506,-6.509908,13.932645,0.054546315,0.006111253,0.00096767367,11.34974,3.3341055,0.6883526,1.4643301,0.0,0.0,0.0,0.0,0.0,0.0,611.8289,985.96246,-201.0,1602.3173,835.927,-201.0,2747.6492,420.3748,-201.0
0.13890865,-7.7953453,16.18924,0.10854637,-0.0019237101,0.09463802,17.106077,-5.1392083,-4.857062,-10.910398,0.0,0.0,0.0,0.0,0.0,0.0,405.70816,1100.4503,-201.0,1377.7573,930.66815,-201.0,2469.335,628.3227,-201.0
0.27355906,-7.6301656,16.882233,0.11975402,-0.008404554,0.13627839,21.959793,-11.221637,-3.402613,-16.17192,0.0,0.0,0.0,0.0,0.0,0.0,364.57776,1138.6895,-201.0,1353.9056,882.4383,-201.0,2388.2563,777.76685,-201.0
0.402208,-7.4465604,18.758612,0.098059386,-0.017759824,0.19473134,23.756811,-12.550576,-2.5947912,-15.317822,0.0,0.0,0.0,0.0,0.0,0.0,351.39218,1105.3152,-201.0,1338.1783,777.3613,-201.0,2348.0676,797.8767,-201.0
0.4760621,-5.0619493,14.480283,0.046949197,-0.018711874,0.16374321,19.298155,-9.794,1.0637659,-9.9391165,0.0,0.0,0.0,0.0,0.0,0.0,376.27786,950.23975,-201.0,1351.7007,658.1788,-201.0,2367.8289,597.7077,-201.0
0.53018713,-3.668934,11.641772,0.05176863,-0.015994344,0.18213503,14.520463,-10.6096115,0.50481135,-12.49295,0.0,0.0,0.0,0.0,0.0,0.0,370.46835,921.8642,-135.99915,1350.0004,654.54236,-137.08986,2383.4148,491.59756,-140.17798
0.6105223,-3.6849768,10.178301,0.028707476,-0.013423874,0.20794326,13.888532,-14.001611,-1.0286217,-16.33442,22.645714,0.0,0.0,-1.2956282,1.702736,17.087627,381.2811,888.0261,-71.066666,1347.7666,683.1514,-71.33487,2391.7249,466.53207,-79.61731
0.6341828,-3.8977566,13.575653,0.008329869,-0.0071173212,0.27424762,18.560095,-13.797339,2.1991582,-12.08559,22.617203,0.0,0.0,-2.0201738,2.2097993,18.595385,410.07373,871.1279,-4.166392,1345.5151,694.8576,-3.7248719,2389.921,514.00665,-17.475336
0.7215077,-6.121063,16.971169,-0.012674812,-0.008816159,0.37994862,26.998032,-13.503677,5.271681,-13.408055,26.030762,0.0,0.0,-10.285474,1.5864686,17.964935,442.059,837.5982,-3.838211,1343.2773,718.0161,-1.9135717,2379.205,581.28033,-17.173925
0.87508726,-7.248631,21.549597,0.003324379,-0.0076858695,0.5002697,35.242283,-15.89137,8.1590605,-15.274498,29.478676,0.0,0.0,-14.89964,1.0557739,15.477113,440.64233,940.4172,-2.9884074,1342.0192,806.92206,-1.8494991,2361.0442,765.48016,-16.02019
1.1553799,-7.713694,22.201288,0.027320094,-0.008188547,0.77633184,40.01894,-24.138895,8.264567,-23.533014,33.309834,0.0,0.0,-15.652313,-0.4539391,12.090492,444.4149,965.0712,-4.261994,1349.7671,877.0068,-2.56294,2374.4531,815.40576,-16.352486
1.5306565,-6.63467,23.155386,0.036831327,-0.005904483,1.0098015,40.312344,-30.918465,5.685736,-25.563103,33.69454,0.0,0.0,-7.898002,-1.8854026,11.894408,439.90207,988.3157,-4.2157493,1356.8232,893.1267,-1.5792791,2412.737,825.74457,-16.110159
1.8339872,-6.6800227,22.867506,0.04861333,-0.008034861,1.0805119,39.914337,-34.427273,3.695296,-29.49401,34.08546,0.0,0.0,-4.405323,-3.681958,11.823934,431.96066,982.6292,-5.1779146,1348.84,873.09814,-1.5075198,2441.05,741.8559,-17.001848
2.0781815,-7.267424,23.323936,0.04936475,-0.009321916,0.98998594,38.57089,-32.980225,-0.39665106,-29.089422,34.062454,0.0,6.0206,-2.9929314,-5.46458,12.416686,423.1914,1011.21844,-6.6027694,1337.9823,882.36664,-3.8294795,2448.345,712.12067,-19.019455
2.1304817,-7.998277,23.807722,0.061144654,-0.010672334,0.82591075,38.96757,-32.160145,-0.73348504,-26.358833,34.01352,0.013431734,6.0206,-2.2511158,-6.442302,12.90227,422.94077,1067.003,-7.723806,1343.9486,925.13995,-5.438543,2458.7415,714.82056,-20.626078
2.1946166,-8.690865,24.512552,0.05612254,-0.011051017,0.8931227,39.395206,-31.84487,0.30891117,-24.218437,30.026049,0.1782019,4.1121063,-2.5594866,-2.39125,16.037931,427.9264,1088.1348,-3.6913292,1356.8949,948.7972,-1.9181238,2475.1243,748.6849,-17.297384
2.079498,-8.883748,24.644302,0.05500415,-0.012669802,1.1296161,38.57252,-29.766043,0.855936,-21.872551,26.005941,0.18138726,2.9477222,-2.0883303,1.4461999,19.09979,433.119,1102.1005,0.71115875,1375.5516,959.705,1.8032713,2502.9739,759.21924,-13.7415495
2.0770192,-8.775933,23.908607,0.069354065,-0.013905033,1.3278297,39.427135,-30.53729,3.641278,-23.203482,21.961334,0.2036028,1.4268292,-1.3992511,4.8879313,21.6855,432.13242,1081.5627,5.091327,1380.1654,934.4234,3.9331303,2504.346,798.1705,-9.743704
1.9669117,-8.216931,22.027037,0.06836479,-0.016491527,1.4288048,38.58179,-26.27121,4.7078595,-22.695257,21.87239,0.056198467,1.8564905,-0.48267376,3.400977,21.619017,428.54776,1069.3319,5.7711987,1380.7635,893.27997,2.894286,2515.1257,759.0334,-9.35229
1.7908231,-9.070958,21.604048,0.062593155,-0.016816719,1.404226,38.781967,-21.830816,9.471848,-20.648775,21.920874,0.052557316,2.234971,-0.56829494,2.0768871,21.133951,418.68246,1049.1537,2.4419,1368.6323,840.75543,3.4891431,2486.3752,741.4255,-8.704919
1.5131487,-10.420581,21.464163,0.046683133,-0.019742593,1.3400689,39.179043,-14.583932,10.908601,-19.107042,22.022139,0.035590272,1.8585339,-0.06622863,0.6908741,19.944258,416.16,1050.159,2.3426983,1360.7606,828.1917,4.7648015,2484.3125,777.846,-9.035039
1.2344861,-11.840808,22.716131,0.04634745,-0.020474678,1.2587143,39.213856,-12.387021,9.390929,-19.29201,22.084177,0.023472937,1.4400358,0.65552,-0.9486334,18.602,417.27026,1029.7622,0.42197517,1355.8623,815.44244,4.5425963,2489.569,739.125,-10.689472
1.0735196,-12.476674,23.752813,0.03919744,-0.021073855,0.9670957,39.89196,-15.167343,5.5811977,-24.277542,22.0451,0.030948529,0.7962269,0.94301516,-1.7030821,16.084734,425.019,1011.35205,2.9754183,1352.1183,835.2043,3.9838917,2513.2278,688.79224,-9.58871
0.93665594,-12.658112,25.884958,0.05100069,-0.01874536,0.7256422,36.775173,-18.086853,-1.4126582,-25.622002,21.997599,0.022583097,1.1061292,1.0457498,-1.027235,13.926857,420.14957,983.9073,4.43419,1338.7311,821.3755,4.53519,2474.6865,583.9343,-5.2570844
0.8385809,-11.959071,25.561438,0.04635355,-0.01641005,0.55761313,35.917076,-19.09953,-2.4629996,-23.12496,21.976364,0.018088972,1.3246354,1.4427389,0.8466894,10.255185,416.38986,1011.05597,7.9170165,1329.3756,860.14777,6.3815994,2436.259,642.77783,2.450537
0.8215189,-10.596547,24.126291,0.06227693,-0.015237066,0.4069263,33.774036,-18.700155,-1.9111508,-18.236343,22.001549,0.015346625,1.2986339,1.431275,2.987023,6.4084096,408.5548,1060.0187,11.162282,1330.9028,906.6037,9.143123,2395.2002,721.6225,9.740901
0.806348,-8.684987,18.62094,0.057999585,-0.014846017,0.37906584,30.066183,-15.758611,2.498309,-15.45,26.004942,0.022741025,1.4303478,-2.4429538,-0.79729587,-0.01707522,387.15695,1216.8405,6.072576,1310.8887,1108.9066,4.296906,2325.42,723.44434,9.578926
0.8624355,-6.6685505,13.1144,0.07163916,-0.014344286,0.29156515,22.479803,-12.657474,5.1215024,-14.27879,30.012102,0.026264116,1.6534573,-6.8137946,-5.113584,-5.337046,357.9479,1289.0576,2.967011,1362.0839,1190.0322,1.2804842,2252.1145,738.8079,7.3428473
0.94175345,-4.10757,7.267814,0.054163456,-0.014170169,0.3285694,11.88585,-9.559876,4.4778132,-13.639926,34.004105,0.026264116,1.6534574,-10.467987,-10.192704,-8.939344,638.0505,1199.6367,0.0,1550.3014,1156.6564,-69.81319,2511.38,645.7473,-65.04356
1.0802693,-0.22135384,2.7878392,0.047090966,-0.011788655,0.37359193,4.489265,-9.406354,5.669843,-8.442247,0.0,0.0,0.0,0.0,0.0,0.0,908.86115,919.3174,-201.0,1816.9928,1026.1403,-134.01982,2867.3987,703.0163,-132.64008
1.1179241,1.597847,2.9515839,0.047965925,-0.012204432,0.4208157,-0.9970061,-8.781133,2.668286,-6.8279138,0.0,0.0,0.0,0.0,0.0,0.0,1211.7716,665.5081,-201.0,2116.1626,917.5839,-201.0,3282.3757,556.664,-201.0
1.1239446,2.0599408,4.609058,0.07315612,-0.010557253,0.39144954,-2.4102793,-8.543392,1.1629649,-5.959624,0.0,0.0,0.0,0.0,0.0,0.0,1201.6354,533.42474,-201.0,2247.535,876.68164,-201.0,3358.0596,554.7729,-201.0
1.0251564,1.5365165,6.649876,0.07577079,-0.015700296,0.37470618,-2.8404286,-6.5651665,-0.23451233,-5.5474677,0.0,0.0,0.0,0.0,0.0,0.0,1216.0989,487.0979,-201.0,2344.0642,777.1346,-201.0,3440.8877,325.13156,-201.0
0.97841835,2.0734322,7.818342,0.0682124,-0.017444165,0.30181384,-1.4155422,-7.0342364,2.0809355,-1.3861753,0.0,0.0,0.0,0.0,0.0,0.0,1197.4484,495.78873,-136.60213,2340.6638,717.44037,-136.3297,3469.36,392.4432,-139.82861
0.87075204,2.1092906,8.678197,0.06259946,-0.01911638,0.29459676,2.5794919,-7.107634,1.4724087,3.084153,22.67848,0.0,0.0,-2.8652685,0.17915785,22.588923,1224.4464,579.78204,-71.13284,2366.663,768.02167,-76.30193,3506.887,439.17276,-80.56756
0.78249663,1.2397815,9.300183,0.057755183,-0.012121159,0.25821653,6.490434,-7.909994,-1.4840323,6.3890786,22.86788,0.0,0.0,-2.8527677,0.33462247,23.403173,1237.5332,734.1359,-5.373537,2356.2466,875.4798,-13.780095,3505.3633,593.8759,-20.798033
0.72277385,-2.0659392,11.560201,0.05424458,-0.0076004793,0.32910666,13.298218,-3.60349,-1.683216,10.151659,22.251635,0.0,3.023585,-2.1271086,0.9581081,24.949419,958.5933,974.1961,0.25576305,2006.1,906.85596,-10.770358,3131.916,691.3667,-20.285864
0.82200843,-4.8984036,16.547003,0.051852535,-0.0032887484,0.56326455,20.545671,-0.028294245,1.54283,15.44445,21.393059,0.0,3.023585,-1.6909631,1.4030179,25.097769,966.9074,1175.746,1.0891788,1745.5128,1253.0033,-4.495435,3005.6338,760.6058,-18.424643
0.98989034,-7.3023205,22.047083,0.0518322,-0.0025276807,0.7249922,27.60903,1.4464922,5.8464656,18.852709,20.423006,0.0,3.023585,-1.3760179,1.368395,22.897726,903.3591,1235.6846,-0.75233555,1558.6588,1265.8492,-0.36767364,2876.0537,804.95135,-15.72708
1.1245203,-8.383552,25.121572,0.0654729,-0.0021369776,0.8014245,31.374903,-0.69399923,5.7702274,17.288687,20.333296,0.0,2.753704,-0.31219417,1.402537,19.47996,1213.5002,1540.7076,-4.1603575,1646.9464,1441.6226,-1.4285545,3109.5566,743.3613,-14.552127
1.2131009,-8.642098,24.654547,0.08032205,-0.0022370073,0.7344218,32.61415,-3.1743968,7.05052,13.997798,20.17481,0.06601606,2.211815,-0.48357698,3.8242233,15.63902,1109.8845,1501.1058,-7.284014,1678.3975,1126.2004,-1.1158141,3074.263,654.6455,-13.540103
1.2178073,-8.549216,24.638758,0.09752828,-0.0047750156,0.79659986,32.388058,-6.1229362,4.349589,6.753736,19.986698,0.05971093,2.3069518,0.23943214,4.0729604,13.715728,1094.9302,1488.297,-9.028979,1669.52,1078.5383,-0.9987962,3054.5393,570.63007,-14.006055
1.2353218,-6.99598,24.222092,0.091932595,-0.0028654633,0.6766007,32.421543,-9.26606,5.6059747,4.9445267,19.808226,0.036375124,1.8339533,0.44023502,2.370805,13.964066,1008.26154,1111.8036,-13.652679,1724.9381,984.59845,-1.156381,3048.241,528.3946,-16.103027
1.15443,-6.387172,22.9617,0.08118397,-0.007325402,0.6590412,32.618706,-10.435228,6.091533,2.991307,19.626154,0.034764677,1.7763815,0.675324,-1.7375984,15.629956,1011.15155,1177.0118,-15.551487,1736.3268,988.16327,-1.9959087,3085.4626,507.47177,-19.49053
1.014654,-6.381798,23.665075,0.07273761,-0.009433941,0.5725086,32.929554,-8.408494,8.611919,5.7681117,19.45384,0.022945093,1.6783503,-0.20727535,-2.8208764,20.51111,1137.4376,1335.6647,-12.963973,1724.9493,1191.6719,-4.0021796,3163.5544,549.4423,-24.887878
0.83961177,-7.5120454,24.170195,0.06761063,-0.012179782,0.5968682,33.08198,-5.453465,9.297474,9.190215,19.282974,0.02217199,2.4183354,-1.9592463,-2.8887112,18.999771,923.0581,1432.5732,-9.21009,1621.6498,1177.9199,-6.49293,2893.3372,861.9492,-24.417906
0.68837565,-8.717347,25.93283,0.05905651,-0.013117137,0.5005884,33.430515,-1.8161422,10.728351,12.133241,19.380522,0.0,2.368912,-2.930583,-1.0570807,15.94003,711.9555,1335.1241,-4.244183,1521.1466,1102.1146,-7.859312,2599.8752,1118.4921,-21.855545
0.6214357,-9.711547,24.3682,0.03209541,-0.014333181,0.4752289,34.600117,-0.77007324,12.310234,15.141788,19.59231,0.017726358,2.7074482,-2.398039,0.61631423,9.774938,377.6475,1269.5182,-1.8741783,1413.091,910.8191,-8.106185,2253.1633,1295.9349,-17.19112
0.56817573,-9.030534,23.490639,0.046043303,-0.016905235,0.4648266,34.603333,-2.8968165,12.599304,16.09355,19.841818,0.05025047,2.2659118,-0.7102347,1.4175893,7.8198047,384.59167,1268.2411,-0.28162956,1389.3402,922.40894,-8.059905,2223.9365,1202.2317,-16.854387
0.5365908,-8.665169,22.67987,0.04522024,-0.013313041,0.4685854,35.824757,-4.142567,10.612445,17.442894,19.85145,0.0692548,2.3352437,0.34644923,0.10729313,4.6709924,380.0997,1297.4554,-0.03928423,1366.37,972.033,-9.254582,2158.994,1111.5575,-16.228064
0.50928074,-9.152484,22.77445,0.058916617,-0.0130315,0.36001,36.737408,-5.319435,8.794467,17.484673,19.882496,0.058140475,1.5358659,0.23252635,-1.3046299,2.9051158,382.41092,1229.4501,-2.396592,1361.7859,954.2205,-11.208827,2113.243,1039.2233,-15.841947
0.50027704,-9.932018,22.979986,0.041383963,-0.013465327,0.30202222,37.8826,-4.857238,8.660782,16.145674,19.91118,0.026575426,1.9369205,-1.0539559,-1.3315144,2.7331145,381.70517,1167.9672,-5.2392445,1368.5792,927.9863,-12.4384575,2104.8274,966.20435,-14.831645
0.43979588,-9.448485,21.702988,0.008392516,-0.011236944,0.2700219,35.165623,-7.555155,13.03921,19.67093,19.173035,0.056907773,2.4730966,-2.9889107,-0.45850816,6.870704,611.06604,1132.3661,-11.867204,1559.2601,953.7757,-11.845745,2557.4993,883.84674,-16.536745
0.3967216,-7.9146028,23.1651,-0.0064532813,-0.008905813,0.240544,33.11073,-8.339498,17.35362,19.412092,18.767681,0.08474326,2.893456,-3.9304476,-0.09900093,8.549948,609.8913,1191.1447,-76.64024,1559.5845,946.5551,-74.404976,2601.6575,937.709,-78.19108
0.34587672,-7.2641845,20.26964,-0.013309128,-0.0056505674,0.22646879,30.804869,-9.713948,21.174171,15.29374,0.0,0.0,0.0,0.0,0.0,0.0,594.1087,1328.4899,-141.13948,1569.4326,998.9665,-137.19244,2646.2893,1220.5414,-140.76962
0.33243415,-6.7619357,17.945906,0.017827464,-0.0085777715,0.14953412,30.72026,-10.340514,21.729662,5.6363106,0.0,0.0,0.0,0.0,0.0,0.0,367.77917,1396.876,-201.0,1397.0189,966.21747,-201.0,2274.4705,1494.7294,-201.0
0.3102433,-5.4653435,13.254008,0.031443637,-0.0066069323,0.12289939,29.337759,-14.825749,20.409695,-3.1822262,0.0,0.0,0.0,0.0,0.0,0.0,604.8513,1308.4141,-139.18898,1548.8135,1098.043,-135.5489,2555.3955,1374.9335,-138.31627
0.3110955,-4.731415,12.415359,0.0577192,-0.003667306,0.10827603,28.552797,-18.620634,20.609407,-11.3273115,19.660648,0.0,0.0,-1.2463295,-8.537947,-1.8102107,859.23456,1040.0967,-77.95826,1750.7646,1201.2413,-71.294876,2801.3997,1003.417,-77.83522
0.3030023,-5.1022363,13.164765,0.0724139,0.0001111532,0.10143397,28.129675,-21.083807,23.931509,-14.3052435,19.787645,0.0,0.0,-1.3889867,-8.822837,-0.3076582,1163.8246,857.1997,-15.76342,2030.6265,1155.9445,-9.056901,3164.7263,594.2231,-18.944418
0.2847618,-6.0161414,15.429284,0.064689584,0.0006437846,0.09250873,28.982279,-20.8431,27.381746,-10.975696,19.926535,0.0,1.4884965,-0.95414376,-8.4772005,-1.3225702,925.14606,879.09375,-11.289748,1873.8021,938.97955,-10.528605,2909.6484,604.79034,-20.088705
0.2542231,-5.6700516,15.086476,0.042904902,0.0042969086,0.07477128,28.772955,-21.074724,29.117167,-4.5258784,19.916597,0.012929167,1.3906254,-1.074533,-3.356219,-2.392743,692.80444,1021.2465,-6.0667915,1630.1173,726.1697,-10.748685,2648.2727,600.552,-18.20845
0.23371999,-5.1519732,15.916005,0.05032378,0.00174256,0.068448305,28.788366,-21.295675,28.66645,-5.7069073,19.675951,0.010648288,1.7986488,-1.3444735,0.16654778,-3.826824,378.9873,1157.6356,-6.057766,1314.7538,687.3509,-12.410202,2294.4524,701.06586,-13.845985
0.22958255,-5.7716765,13.717792,0.053328406,-0.0013343879,0.054924935,28.216187,-22.025507,30.068586,-10.612736,19.521687,0.007781679,1.4650178,-1.7902443,2.5158129,-3.2735991,375.72192,1154.1764,-72.34247,1327.3829,699.21967,-76.389595,2278.0193,715.0259,-75.38542
0.24374722,-5.484424,11.594434,0.052916188,-0.008444787,0.053483766,27.904236,-21.477194,34.309288,-14.268394,0.0,0.0,0.0,0.0,0.0,0.0,353.777,1163.9465,-138.79613,1363.9777,667.6894,-140.42354,2280.4607,739.5842,-137.74675
0.2394941,-5.519298,9.591492,0.041617993,-0.010074945,0.05261399,25.716192,-18.611916,35.917313,-15.592339,0.0,0.0,0.0,0.0,0.0,0.0,685.2903,1037.6099,-201.0,1671.7233,788.4453,-201.0,2671.5918,587.5162,-201.0
0.22968723,-3.0959537,8.669639,0.044890497,-0.009152494,0.056798834,22.526442,-17.184813,35.157455,-13.420947,0.0,0.0,0.0,0.0,0.0,0.0,644.84094,1122.456,-201.0,1649.0482,728.2197,-201.0,2701.908,586.1389,-201.0
0.21395831,-1.4277278,8.258748,0.05136593,-0.007611571,0.051314116,19.876427,-19.041372,28.917374,-13.829918,0.0,0.0,0.0,0.0,0.0,0.0,938.27277,916.1224,-201.0,1931.8633,758.6634,-201.0,3148.2117,380.04776,-201.0
0.21533172,0.20027594,6.4911475,0.077036925,-0.007983488,0.050513465,18.991161,-20.854261,24.834448,-12.893692,0.0,0.0,0.0,0.0,0.0,0.0,925.58905,831.75824,-201.0,1951.555,667.3649,-201.0,3196.3464,322.8701,-201.0
0.2343306,-0.8114024,8.313817,0.117874205,-0.008748069,0.050282717,19.939829,-21.84276,21.992865,-16.427454,0.0,0.0,0.0,0.0,0.0,0.0,1268.5931,557.6307,-201.0,2285.0334,793.603,-201.0,3613.4265,212.21252,-201.0
0.2369674,-0.699938,7.050196,0.12934637,-0.00896049,0.06139517,19.27524,-21.822424,22.63341,-18.090601,0.0,0.0,0.0,0.0,0.0,0.0,1241.4916,533.17554,-201.0,2248.3208,814.5564,-201.0,3577.5847,347.23425,-201.0
0.2391973,2.16906,7.8058295,0.12053963,-0.004613417,0.063198596,18.295012,-26.843302,23.218735,-15.355286,0.0,0.0,0.0,0.0,0.0,0.0,1204.3496,486.77585,-201.0,2236.7197,792.25323,-201.0,3545.4119,417.9994,-201.0
0.21152838,5.771605,5.225343,0.1011677,0.0007554015,0.061882377,15.084236,-30.050919,25.644106,-13.597638,0.0,0.0,0.0,0.0,0.0,0.0,1171.2422,484.46622,-201.0,2227.9998,724.74365,-201.0,3538.039,360.6879,-201.0
0.2004094,7.465559,5.7605214,0.10102541,0.003358134,0.04685333,14.778053,-32.69524,25.560293,-13.096458,0.0,0.0,0.0,0.0,0.0,0.0,1198.3525,508.7518,-201.0,2267.1755,703.62256,-201.0,3582.8308,178.05383,-201.0
0.18206294,5.178807,5.702959,0.08926394,0.00065865956,0.039239477,16.05633,-32.78442,22.210655,-19.670555,0.0,0.0,0.0,0.0,0.0,0.0,1213.5292,597.6335,-201.0,2270.2634,789.2007,-201.0,3518.1277,242.34868,-201.0
0.1920824,4.1427217,6.283088,0.076455384,-0.0009914512,0.034268852,20.30242,-34.135345,20.03979,-17.756224,0.0,0.0,0.0,0.0,0.0,0.0,911.6492,876.2478,-201.0,1934.9287,807.26074,-201.0,3089.9993,432.53958,-201.0
0.19187345,2.4736478,8.929266,0.07218778,-0.0061063417,0.042918567,23.1508,-32.96372,19.78366,-17.403728,0.0,0.0,0.0,0.0,0.0,0.0,918.25775,882.3667,-201.0,1946.1035,840.7039,-201.0,3060.4473,644.74664,-201.0
0.19330053,5.618421,10.903904,0.06996577,0.001162623,0.04538207,23.098234,-34.03127,24.318365,-7.440232,0.0,0.0,0.0,0.0,0.0,0.0,877.46954,884.992,-201.0,1923.3633,847.2732,-201.0,3009.5671,738.3054,-201.0
0.17631944,4.444438,12.51159,0.09781168,0.00085839024,0.046113033,22.318428,-31.997406,23.426725,-8.735201,0.0,0.0,0.0,0.0,0.0,0.0,1185.6124,637.9103,-201.0,2232.0984,937.0467,-201.0,3321.946,732.4272,-201.0
0.16556098,5.432429,13.827367,0.14017652,0.008222288,0.03927138,22.30671,-32.522205,21.824453,-3.3532488,0.0,0.0,0.0,0.0,0.0,0.0,1173.2241,698.2536,-201.0,2205.3533,975.4947,-201.0,3239.4695,754.13727,-201.0
0.14930093,2.6180773,14.169723,0.16229975,0.004289097,0.033906832,22.91347,-29.15597,18.07725,-4.783983,0.0,0.0,0.0,0.0,0.0,0.0,1212.2,675.87396,-201.0,2243.6184,968.81244,-201.0,3298.223,928.34625,-201.0
0.13765189,2.048855,13.450171,0.16189456,0.0035170708,0.026949724,23.41442,-28.104486,16.156687,-1.7394253,0.0,0.0,0.0,0.0,0.0,0.0,1248.7045,677.6018,-201.0,2282.9866,902.6379,-201.0,3419.6658,1009.10254,-201.0
0.12409436,0.7312662,12.09903,0.13266777,-0.00088119303,0.025271,25.036535,-25.384115,12.653523,1.3156737,0.0,0.0,0.0,0.0,0.0,0.0,1269.4777,681.99506,-201.0,2303.6956,862.469,-201.0,3513.0088,1281.8582,-201.0
0.11447594,2.3534725,12.042846,0.10503068,-0.0012796384,0.022305459,26.78891,-26.279678,8.538054,5.6577563,0.0,0.0,0.0,0.0,0.0,0.0,948.1849,977.00214,-201.0,1968.0355,860.189,-201.0,3136.9795,1242.6583,-201.0
0.10234055,3.3733292,12.102112,0.07632498,0.0011898727,0.021762207,27.549059,-25.578863,8.413628,13.895813,0.0,0.0,0.0,0.0,0.0,0.0,628.56757,1245.2057,-201.0,1620.7972,884.6685,-201.0,2696.031,1198.2251,-201.0
0.0864408,3.3119538,11.300612,0.054121803,0.005825781,0.018001927,26.669128,-24.030405,10.645793,20.22325,0.0,0.0,0.0,0.0,0.0,0.0,309.09995,1472.8834,-201.0,1292.5177,907.7122,-201.0,2270.4092,1010.3632,-201.0
0.07071652,0.2753695,10.132343,0.059573468,0.0024123758,0.014222563,26.675394,-20.795946,9.947612,21.632563,0.0,0.0,0.0,0.0,0.0,0.0,350.46548,1319.6859,-201.0,1322.5117,828.1113,-201.0,2293.5212,857.35345,-201.0
0.0582335,-3.1304443,12.441348,0.06869786,0.002285848,0.009989898,27.445467,-15.400498,8.109118,19.418613,0.0,0.0,0.0,0.0,0.0,0.0,687.8122,1194.6935,-201.0,1684.7308,1014.19354,-201.0,2582.1462,1000.93896,-201.0
0.049529497,-6.668925,17.964373,0.101788916,-0.0035138074,0.008018742,27.63366,-9.484102,2.4140239,12.573726,0.0,0.0,0.0,0.0,0.0,0.0,1013.95917,1136.2153,-201.0,1803.1886,1437.2856,-201.0,2765.42,1027.7797,-201.0
0.03987826,-9.383254,22.902338,0.11266344,-0.0020398435,0.0067714103,26.144356,-2.6112173,0.72968864,7.057483,0.0,0.0,0.0,0.0,0.0,0.0,1322.3843,1202.8578,-201.0,1919.084,2004.4834,-201.0,2990.625,1091.6171,-201.0
